job_role_id,job_post_id,role_title,role_budget,budget_currency,budget_type,display_order
de5bdf2b-95e8-4007-bc8d-88b02c3e7630,3f01a197-4947-471a-a5b4-bceab3259824,Devops Engineer,2898.59,USD,fixed,1
b3aa1549-4090-42ec-b1c5-261149260429,54ef158c-ba86-4439-b12b-f5df0074a28c,Ml Ai Engineer,4822.53,USD,negotiable,0
44b8c7ab-7f22-48c2-9367-fe5bc080806e,54ef158c-ba86-4439-b12b-f5df0074a28c,Ml Ai Engineer,4715.48,USD,fixed,1
fd54d874-233f-4ef8-a5da-e934df99c7c6,c67c61f7-8233-4542-8f32-c917bbbcf41e,Backend Engineer,4029.59,USD,fixed,0
434a019f-9145-475b-be96-a54db6ad209e,e2022c5d-c157-4b59-9921-7b6224c9d931,Frontend Engineer,1736.96,USD,negotiable,0
ccedb28e-0891-4e53-89b3-8bdaf427bff0,64148f41-462c-4222-a38e-aa0fcec46108,Frontend Engineer,1906.05,USD,fixed,0
af67d946-363c-44f4-af50-353f9d1f976c,64148f41-462c-4222-a38e-aa0fcec46108,Frontend Engineer,3395.86,USD,negotiable,1
25495dfc-9e78-4497-a3e7-dee1396e5c64,6ff73201-d006-4216-9454-4fe4c987dda5,Design Designer,2677.7,USD,fixed,0
94b15d96-9208-46bc-aacd-96e6ce0eae13,00117315-2fb5-4844-962d-2a0c6ec3c248,Fullstack Engineer,1054.33,USD,negotiable,0
5fac1202-c83e-4cb9-bf97-62d27e59a972,00117315-2fb5-4844-962d-2a0c6ec3c248,Fullstack Engineer,6921.45,USD,negotiable,1
8b0a5478-dd4d-482a-b8d7-759323ddcd99,00117315-2fb5-4844-962d-2a0c6ec3c248,Fullstack Engineer,7204.83,USD,fixed,2
4a42cc62-bb79-4517-a432-7fd922adcc83,a9fdd6f0-afbe-4d93-b945-1977dcc88a3d,Blockchain Engineer,5105.32,USD,negotiable,0
17b95120-c651-4efa-aa24-3e9166c9c5be,a9fdd6f0-afbe-4d93-b945-1977dcc88a3d,Blockchain Engineer,12178.74,USD,negotiable,1
38400e86-2d9a-4cb2-a6f6-bf35422ed080,bb61570c-ba6d-42ba-9d78-882b90a7b233,Frontend Engineer,1813.07,USD,fixed,0
91814163-7f4f-49a8-9290-0bfe1cc523a8,bb61570c-ba6d-42ba-9d78-882b90a7b233,Frontend Engineer,1005.42,USD,fixed,1
40e8a6e8-6060-49f9-a7d4-febcacc920b6,bb61570c-ba6d-42ba-9d78-882b90a7b233,Frontend Engineer,3718.5,USD,negotiable,2
ede9b7b8-02cc-46a4-adf3-26b309d49b98,9ad9612e-5b1b-4582-9b86-b61601069d08,Blockchain Engineer,3241.99,USD,negotiable,0
2609df23-3333-4eb4-9d59-1c436b809f69,64bfde40-4f57-48ec-bc49-cbfedd62bc2b,Blockchain Engineer,11494.56,USD,fixed,0
80905eb7-7274-45cc-9ea5-c88377ee1c78,64bfde40-4f57-48ec-bc49-cbfedd62bc2b,Blockchain Engineer,7233.28,USD,negotiable,1
39069323-ce5c-4330-b7d0-392f9171911d,e8e9bdee-5f61-4318-b0eb-4c47bcdf1ee2,Ml Ai Engineer,3082.55,USD,fixed,0
0c43cab6-8f79-4099-89a8-0c96577a66a2,e8e9bdee-5f61-4318-b0eb-4c47bcdf1ee2,Ml Ai Engineer,2121.18,USD,negotiable,1
2d4c72b4-af66-48dc-be00-87027b9b6dc5,9d163a26-4a70-411a-91b3-4a9cf6c58300,Backend Engineer,2445.04,USD,negotiable,0
e1a7d6d9-0a53-4afa-adac-acd1b7c381c0,1d2f9cf1-e99f-4b30-8274-a5b513495d3f,Blockchain Engineer,8281.37,USD,fixed,0
faa9c270-2c4b-4803-8ce9-0ff6813eb791,f1a1cd56-bf38-4be0-830b-cfe0496ecf11,Frontend Engineer,2057.74,USD,fixed,0
2b968347-9884-4e4a-8590-c35a3283a402,f1a1cd56-bf38-4be0-830b-cfe0496ecf11,Frontend Engineer,2365.58,USD,negotiable,1
36848607-9a7f-4bff-b047-52e16daa1eba,f1a1cd56-bf38-4be0-830b-cfe0496ecf11,Frontend Engineer,426.46,USD,fixed,2
a7e47b73-e884-4525-94db-ce6ff154e3c7,b482ea73-0a00-42aa-b421-ecf86a98e8cb,Backend Engineer,1219.39,USD,negotiable,0
81b8ef67-0a3d-4a0d-8f9e-e4fa2218d577,b482ea73-0a00-42aa-b421-ecf86a98e8cb,Backend Engineer,2663.47,USD,fixed,1
8dec6615-6814-4f65-9c99-747944f3b26b,f0cbb78d-0121-4079-8a79-b4cf32bf03ec,Blockchain Engineer,4834.53,USD,negotiable,0
42d253ae-d856-45c0-8f8c-7314a2e30d79,650d5cb0-cbef-439c-a2a5-2c1c0064d849,Mobile Engineer,5089.85,USD,fixed,0
a7fd8a6c-f456-4f42-a357-8bd87eb6aa48,650d5cb0-cbef-439c-a2a5-2c1c0064d849,Mobile Engineer,3252.55,USD,fixed,1
9864c072-10a4-4597-86bc-3b89aa1d251f,650d5cb0-cbef-439c-a2a5-2c1c0064d849,Mobile Engineer,1168.04,USD,fixed,2
1e75157b-2a15-4025-8acd-ae73102790d9,3713d589-2550-4cad-9fb2-d42c9aff6f7a,Blockchain Engineer,10848.96,USD,fixed,0
99666904-2728-499f-9336-f436d7400e55,c29b3684-d9d6-47a0-8975-0bb3b7486d49,Design Designer,1584.19,USD,negotiable,0
a9daed20-17bb-4c94-9ad8-3306b60b22c4,61803d0b-722f-4ed8-8150-df80c2079b41,Blockchain Engineer,13266.47,USD,fixed,0
48f60525-76a3-4d0c-bea8-82802a9079c8,61803d0b-722f-4ed8-8150-df80c2079b41,Blockchain Engineer,4948.67,USD,negotiable,1
8faaf735-237d-4885-b5eb-feaf10a8504d,61803d0b-722f-4ed8-8150-df80c2079b41,Blockchain Engineer,3175.68,USD,negotiable,2
26fcf181-9a4b-41e6-b95a-3914e54ab26d,77dafb89-e62c-4bc7-b609-d3ae208e1a61,Backend Engineer,905.12,USD,fixed,0
6710bb9f-eb72-44fb-886e-c64e0788b33d,77dafb89-e62c-4bc7-b609-d3ae208e1a61,Backend Engineer,568.31,USD,negotiable,1
2bb56b48-9eaf-4693-815f-edd1fd745a25,c8daf80b-f099-46e3-ade5-12180c9dbbd0,Mobile Engineer,956.18,USD,negotiable,0
1bca6156-d1e3-4f38-abb6-2e124a5ca02b,aecb6865-7796-4513-bada-906e5222688c,Mobile Engineer,4720.82,USD,negotiable,0
dde2b4c5-6815-4515-9f2f-11d81a098a47,aecb6865-7796-4513-bada-906e5222688c,Mobile Engineer,4805.58,USD,negotiable,1
43bdd08e-8461-4bd3-b6d3-e2437f09bfa7,aecb6865-7796-4513-bada-906e5222688c,Mobile Engineer,2643.72,USD,fixed,2
8df2f850-dad3-45da-be68-53694eb0a467,88b6c80c-ef80-43d8-99ea-e4bf71bfcecc,Frontend Engineer,1292.79,USD,fixed,0
1d2b366a-b767-4be1-af17-6280626d3761,49c1c310-7ca5-42be-bd92-d4e1bdff04a1,Backend Engineer,2868.99,USD,negotiable,0
4d373787-1d2c-4050-a4bd-b9289b1e6aee,49c1c310-7ca5-42be-bd92-d4e1bdff04a1,Backend Engineer,4585.21,USD,fixed,1
668a0f76-ae27-4911-bf96-96f6397e508f,0d98ab9f-7aba-4d64-96a2-2611b2d89be7,Backend Engineer,637.5,USD,fixed,0
c8611a55-8f78-4dd0-9959-0d8ccd553e7c,0d98ab9f-7aba-4d64-96a2-2611b2d89be7,Backend Engineer,758.31,USD,fixed,1
91b1b474-834c-4452-bf5f-b7bfd2c23a28,0d98ab9f-7aba-4d64-96a2-2611b2d89be7,Backend Engineer,1781.68,USD,fixed,2
7ba39655-3dcb-4af6-a6cb-ea64832a56fa,d2adf256-39ff-4c7f-b72d-9c420fe01ff1,Ml Ai Engineer,3751.65,USD,negotiable,0
a28df8a9-397f-463b-98a7-0f26df51dd1e,d2adf256-39ff-4c7f-b72d-9c420fe01ff1,Ml Ai Engineer,4393.61,USD,negotiable,1
fe271ef4-8558-4d8b-80b7-ed3b6a628f01,d2adf256-39ff-4c7f-b72d-9c420fe01ff1,Ml Ai Engineer,3425.83,USD,negotiable,2
92eeb695-524b-415b-bb75-c666eff8093f,b7ebb703-10f7-49e3-8b62-1e67bc223aeb,Ml Ai Engineer,2239.37,USD,negotiable,0
c5f50122-2488-4dac-b836-5571589f885f,b7ebb703-10f7-49e3-8b62-1e67bc223aeb,Ml Ai Engineer,1548.21,USD,negotiable,1
c94e60e6-9c57-4df5-85db-4a66451bf14b,98f55e16-7206-40eb-85d0-9b59215cf4ee,Design Designer,2864.03,USD,fixed,0
40a4f663-e570-4e78-b220-94cda034fac3,98f55e16-7206-40eb-85d0-9b59215cf4ee,Design Designer,2704.75,USD,negotiable,1
fea659c1-b235-46f2-be05-c08beff4afe8,98f55e16-7206-40eb-85d0-9b59215cf4ee,Design Designer,1362.96,USD,negotiable,2
273e6ac0-75c9-40f2-a499-8b8695830869,ec993549-832a-4d0b-b837-c2fbeecd4833,Fullstack Engineer,1825.38,USD,negotiable,0
e7ce0534-1288-451f-9bf1-8de083983e50,1ff7b98a-a147-4d9c-b040-65e2d3105b00,Devops Engineer,1542.93,USD,fixed,0
241a1cc4-a912-4302-accd-bf93d9b73d9b,1ff7b98a-a147-4d9c-b040-65e2d3105b00,Devops Engineer,5844.54,USD,fixed,1
f8b3743e-9cbd-42aa-a1fa-7af1379dd208,c1750eb5-dddc-4ef6-88bd-6127b8c97b1f,Fullstack Engineer,5127.99,USD,fixed,0
87517909-a7e9-47c9-b90d-69236283ab75,f4f92d49-d91c-4994-bfd4-7b6738c550df,Frontend Engineer,3832.94,USD,fixed,0
b74362a5-ef48-405d-ab8a-f9d96d84b406,f4f92d49-d91c-4994-bfd4-7b6738c550df,Frontend Engineer,373.72,USD,negotiable,1
e4b480c0-7f49-441c-a3c7-bb28cc34c6ab,f4f92d49-d91c-4994-bfd4-7b6738c550df,Frontend Engineer,1832.43,USD,fixed,2
f17596fe-c8d1-4253-8e23-bbdf2c333023,3619db43-3187-4d66-9fe8-27927d5926bc,Mobile Engineer,2119.79,USD,fixed,0
97081c43-bb7c-4aae-9a16-28548b0a137e,3619db43-3187-4d66-9fe8-27927d5926bc,Mobile Engineer,2952.2,USD,negotiable,1
981f2749-e9a0-4e7c-bc84-0ed02ee23095,c5b27ca9-f02f-4669-a9b0-7cf26074519a,Mobile Engineer,4345.24,USD,fixed,0
96dac1e5-5680-4a2a-8e30-cce28743f624,c5b27ca9-f02f-4669-a9b0-7cf26074519a,Mobile Engineer,1922.26,USD,negotiable,1
f4e7fd95-29eb-4939-ad24-591c06247042,c2620fe5-1ea1-479a-b221-8f60d1369353,Design Designer,2087.06,USD,negotiable,0
77a05758-2f2a-4757-99df-5a9b00f97e69,86f28a94-87f8-4ca5-a249-3efa46843684,Design Designer,1165.13,USD,fixed,0
7e95e46c-0fcb-499e-b068-1896100e938f,86f28a94-87f8-4ca5-a249-3efa46843684,Design Designer,2880.76,USD,negotiable,1
fe1313b0-6bd8-46da-99e7-fac6f5fb72cf,86f28a94-87f8-4ca5-a249-3efa46843684,Design Designer,2011.85,USD,fixed,2
0d41e215-4851-4376-b17f-c4881664958e,ff5c06f8-e32c-40f8-9ef9-634a468eaa7b,Backend Engineer,3174.34,USD,negotiable,0
7a509b17-6e61-481f-a86c-6dc76aa60ac4,3206ca5d-b297-479f-bd2c-276e2bb1f37f,Blockchain Engineer,12955.15,USD,negotiable,0
83b448f2-96ab-4bfa-861d-ca8f1b6c5f98,3206ca5d-b297-479f-bd2c-276e2bb1f37f,Blockchain Engineer,11551.59,USD,negotiable,1
41a5f1cb-9407-4ba7-b17c-f54c165eeb6b,3206ca5d-b297-479f-bd2c-276e2bb1f37f,Blockchain Engineer,13770.81,USD,negotiable,2
cea01e5b-c461-4787-adda-53541d08449e,7ac2e666-74b9-47d7-9803-4e5a72259ce0,Backend Engineer,3114.56,USD,negotiable,0
968acd57-87e6-4fd1-b4c3-f20820136390,8f5998de-7d5e-49ed-8d65-14414d134cc4,Fullstack Engineer,6252.49,USD,negotiable,0
b495d446-e346-48a3-8e10-86eb72341d3d,2cf6b642-52a1-4fc5-979c-dd08f2828cff,Devops Engineer,3440.02,USD,fixed,0
c3fe5ee6-fdb3-4d90-a329-bd09db601902,2cf6b642-52a1-4fc5-979c-dd08f2828cff,Devops Engineer,5490.22,USD,fixed,1
20b4413c-9d86-4cb7-8849-5fcd613be3b1,176cd7cb-f59a-4e7c-9849-934f8d47ca5a,Design Designer,1320.03,USD,negotiable,0
e9a1ad6f-01ff-4400-a177-33af549f2d1a,176cd7cb-f59a-4e7c-9849-934f8d47ca5a,Design Designer,873.1,USD,negotiable,1
5ab58868-f7b9-4688-a9d8-9e99ca1dc1af,176cd7cb-f59a-4e7c-9849-934f8d47ca5a,Design Designer,465.53,USD,negotiable,2
8cdb51ba-5488-4f42-8ba1-1a1087cdaee1,7338288e-832b-4a98-b76a-1a58f77d5afc,Ml Ai Engineer,5104.9,USD,negotiable,0
2d96644b-9a55-480f-99fa-04fea7bed36a,709e96d3-21db-4637-a049-c0a3587ca61c,Backend Engineer,3284.91,USD,fixed,0
bbe53480-41ec-4378-8bb1-594306a7e765,709e96d3-21db-4637-a049-c0a3587ca61c,Backend Engineer,1477.46,USD,fixed,1
917de9e8-a240-4427-b084-595416231cc7,709e96d3-21db-4637-a049-c0a3587ca61c,Backend Engineer,1371.18,USD,fixed,2
de0477fd-8150-43fa-883b-e9a9a74cba0a,357329b3-2203-462f-a8d9-5270831d24b4,Backend Engineer,4768.15,USD,fixed,0
b41fa2bd-d58f-438e-ac1d-0edd8fe148bb,4ae387a0-9090-4717-a177-ab58dddae662,Backend Engineer,4022.46,USD,negotiable,0
e08f2058-599f-4ea0-8337-21cf33d48c6b,a29fc00e-d888-42ab-a7a0-0c05d0aac31d,Design Designer,2196.39,USD,fixed,0
3a6da7a9-5e86-4794-a27b-dfca6a52e4b2,c106d119-e251-4a8e-977b-46068ce38ba0,Blockchain Engineer,1174.93,USD,fixed,0
a4f7afe3-bb0e-4e8b-a90b-ead5101975f5,90a832ac-ac3d-4c76-862a-f304e50196d5,Ml Ai Engineer,9328.45,USD,negotiable,0
ae55b5f3-8272-4d8e-b76e-a626039ab60b,90a832ac-ac3d-4c76-862a-f304e50196d5,Ml Ai Engineer,9767.48,USD,fixed,1
9e809876-1c16-497e-8ae6-9235920e0674,71a9b231-0b15-45b6-b3ec-576bd426cfe9,Frontend Engineer,1848.69,USD,fixed,0
707c324a-71be-4d8a-bdf5-be3e124efd26,71a9b231-0b15-45b6-b3ec-576bd426cfe9,Frontend Engineer,1756.12,USD,fixed,1
a3691033-1dc8-43fe-9a7a-7bf150dba15d,71a9b231-0b15-45b6-b3ec-576bd426cfe9,Frontend Engineer,398.83,USD,fixed,2
a30a2892-47a0-4b66-948d-0037fe2b55fe,186fe7e9-97eb-452c-ac44-31b50901963a,Mobile Engineer,2007.18,USD,negotiable,0
6a9c7269-06cb-4e7f-b3b2-8118ee5959f9,186fe7e9-97eb-452c-ac44-31b50901963a,Mobile Engineer,2144.67,USD,negotiable,1
bf976e49-913e-4b58-91aa-abc2c3d079c9,186fe7e9-97eb-452c-ac44-31b50901963a,Mobile Engineer,3861.79,USD,fixed,2
adf2525a-acbe-4050-9c17-8cb2344bc939,ff419ab6-4ed5-4ee9-89ac-ba7a6c0e810d,Ml Ai Engineer,9203.82,USD,negotiable,0
4063a1f4-6b81-4736-9f40-78978016db0f,ff419ab6-4ed5-4ee9-89ac-ba7a6c0e810d,Ml Ai Engineer,6605.89,USD,negotiable,1
33bc4def-fb7e-42e8-a375-77d7c98c3bad,ff419ab6-4ed5-4ee9-89ac-ba7a6c0e810d,Ml Ai Engineer,3730.16,USD,negotiable,2
1eaca42c-0e44-41ca-a94c-e49dd6f5116b,a9e87bd8-d65f-442b-974a-168f5b5fae8b,Blockchain Engineer,4637.43,USD,negotiable,0
7b27752c-1f2e-460c-a53e-0d39ef4b2997,a9e87bd8-d65f-442b-974a-168f5b5fae8b,Blockchain Engineer,8247.2,USD,fixed,1
8f07f762-e0e6-4dbc-81be-1a54772431c1,168821b1-84c4-4f94-80a6-e860eed02d23,Fullstack Engineer,6747.99,USD,fixed,0
bdb0853f-eecd-4e25-8f86-90c16d482da7,168821b1-84c4-4f94-80a6-e860eed02d23,Fullstack Engineer,3852.21,USD,negotiable,1
6d992922-9b57-46b0-a863-4aeac3e725df,c2e34b3b-fa6b-40bd-a9b2-fb155189a7be,Frontend Engineer,2372.2,USD,fixed,0
84d584d6-aead-4d46-8f7a-4abb16473fe0,c2e34b3b-fa6b-40bd-a9b2-fb155189a7be,Frontend Engineer,3580.58,USD,negotiable,1
6b64f383-97af-4ad3-8395-7721573b5295,adc6c685-bfc6-497c-9bcf-c6511e8e39d8,Frontend Engineer,3490.19,USD,negotiable,0
2385d7bb-e74d-4586-a5e4-32f748e276f0,35d6d9bb-fc8a-4065-8661-314bd3895675,Backend Engineer,1571.01,USD,negotiable,0
f1963bd7-2831-462b-8f45-d54df5f9e58b,26d6b52c-9aa9-4c9d-ab83-0ddb63c4409f,Backend Engineer,2957.7,USD,negotiable,0
cfaade2f-21d5-47d4-bc46-e72163d996d5,c76576e5-15e1-4897-83c3-22c114ccb5fd,Mobile Engineer,1503.61,USD,negotiable,0
a6bac1fb-153a-4d48-af47-9050c61c1720,c76576e5-15e1-4897-83c3-22c114ccb5fd,Mobile Engineer,5867.91,USD,fixed,1
d1380abe-ee51-4fd2-84e4-9553c62e2ae1,484bbc3d-7a07-41b3-b5c7-cd218baca8a1,Devops Engineer,3131.39,USD,fixed,0
3c8b0bb9-0a73-40a5-8cdc-3d8ba734e69e,484bbc3d-7a07-41b3-b5c7-cd218baca8a1,Devops Engineer,6914.1,USD,negotiable,1
dac8f858-2a46-4883-b42f-4b47c8a69dd5,484bbc3d-7a07-41b3-b5c7-cd218baca8a1,Devops Engineer,1387.84,USD,fixed,2
ca9eb024-bbeb-4885-aa8d-da4cf63ac520,fa8ffb98-360a-4a01-95f8-52b248efa012,Backend Engineer,689.67,USD,negotiable,0
dd4596bf-eaa0-47e6-8c09-8f205bffd824,fa8ffb98-360a-4a01-95f8-52b248efa012,Backend Engineer,4143.17,USD,fixed,1
9f431c32-46dc-427e-bdf3-e3ce970aa24d,fa8ffb98-360a-4a01-95f8-52b248efa012,Backend Engineer,3141.07,USD,fixed,2
f2d5a68f-8886-403c-991a-fcf8b46d2fd4,7bcfe532-e374-4357-b55d-d681d2f2dc88,Design Designer,2093.84,USD,negotiable,0
421d681b-e90b-4fe4-8e98-2df11f5d9873,7bcfe532-e374-4357-b55d-d681d2f2dc88,Design Designer,1445.74,USD,fixed,1
ffe955e8-30f4-4cb6-aa91-9ee2f8c5350a,7bcfe532-e374-4357-b55d-d681d2f2dc88,Design Designer,1326.49,USD,fixed,2
4e8b69e6-641c-4589-a511-20c964c4ab57,8beffd42-1e37-4ca2-a12d-c7e57dfb194c,Fullstack Engineer,6830.99,USD,negotiable,0
a27083a1-5bc5-4d11-8781-88e0628c9595,ec1deb95-13b9-40d8-b1e2-28e28c2dda9d,Backend Engineer,705.02,USD,fixed,0
3ad31f9f-45f9-4dfb-9538-e66b139d616b,66633ef3-c438-4a86-ac48-14e91d5cd614,Mobile Engineer,2833.56,USD,negotiable,0
89343604-140c-4852-b899-7531df4ec1c7,66633ef3-c438-4a86-ac48-14e91d5cd614,Mobile Engineer,3435.77,USD,negotiable,1
3c45c130-9116-4b99-8e18-c9e0ac21bfac,66633ef3-c438-4a86-ac48-14e91d5cd614,Mobile Engineer,876.87,USD,fixed,2
4a41cc5e-2c3e-46a9-9b5d-81de4235d4c6,772a23a2-7c38-4288-9684-ebbc234cf679,Mobile Engineer,2608.14,USD,negotiable,0
740fea66-7b63-4504-84cd-1b55c1a2ec15,772a23a2-7c38-4288-9684-ebbc234cf679,Mobile Engineer,3788.91,USD,fixed,1
27cd4989-e7f6-460b-a4ec-8e85f003777f,fbd12e23-cc6f-4905-bcfa-2961313ed598,Ml Ai Engineer,5678.22,USD,fixed,0
14ad43e3-3cc0-4bdc-91c9-b0ee3b30ddf5,d2183309-0847-44e9-9c2b-00f5d244ec45,Ml Ai Engineer,3276.04,USD,fixed,0
434db65f-01c8-4393-86e6-0c3a7bb1ef48,d2183309-0847-44e9-9c2b-00f5d244ec45,Ml Ai Engineer,6686.68,USD,fixed,1
9c07733c-2392-46f4-ae64-904bb895910d,59de8d75-31b9-45e3-a759-230a508c8979,Frontend Engineer,1670.88,USD,negotiable,0
98e41f37-79b2-4232-8517-cf18a27211c0,b64bea3c-1797-41a8-8217-0188b287506a,Devops Engineer,5803.45,USD,fixed,0
0d612567-1c9e-424d-84a8-1f97bba51655,b64bea3c-1797-41a8-8217-0188b287506a,Devops Engineer,2253.11,USD,negotiable,1
ab9f9d89-f36b-49cd-bfb1-71009ac78bdf,b64bea3c-1797-41a8-8217-0188b287506a,Devops Engineer,6824.2,USD,fixed,2
0a302894-8be4-45bf-9fad-5622ba37a314,cf942931-deed-4f4e-a2b0-04bf172ac5e4,Frontend Engineer,3640.27,USD,fixed,0
acfff81d-d1f6-41fb-abc5-ed4579f89086,cf942931-deed-4f4e-a2b0-04bf172ac5e4,Frontend Engineer,1735.12,USD,negotiable,1
fa6ed18e-2639-4d5d-8e5c-21e295e60fb1,cf942931-deed-4f4e-a2b0-04bf172ac5e4,Frontend Engineer,971.39,USD,negotiable,2
75b8eedb-a330-4bf6-b21d-b42223eaddb3,b055d187-47dc-434c-b7e6-ba5f7ba81c7e,Fullstack Engineer,4218.9,USD,fixed,0
4189a7f6-ab7a-4d90-bb77-7fafe75f9ea4,413f085e-353a-4770-9bc9-55a33faf3cf5,Fullstack Engineer,7243.06,USD,fixed,0
ec988e35-4e18-4acd-9133-c66dd9c3eec4,413f085e-353a-4770-9bc9-55a33faf3cf5,Fullstack Engineer,4207.55,USD,fixed,1
f4859323-af94-41c3-8ecd-0e8ae380a97c,37da22eb-87a6-45a2-8189-ced999c9859d,Devops Engineer,2676.57,USD,fixed,0
07c73860-70d1-4104-b13b-b0bb1ec52da9,37da22eb-87a6-45a2-8189-ced999c9859d,Devops Engineer,7094.46,USD,negotiable,1
abb512c1-66c0-42c8-894b-06e3e7afabd6,37da22eb-87a6-45a2-8189-ced999c9859d,Devops Engineer,5333.58,USD,fixed,2
daa1cea3-41dd-4084-b029-7c9dd951e24d,38cd9cbd-74a0-4c20-b5e8-68340a32d0c0,Blockchain Engineer,14066.37,USD,negotiable,0
aa4bc859-1a84-415f-904b-a95da547379c,38cd9cbd-74a0-4c20-b5e8-68340a32d0c0,Blockchain Engineer,4528.8,USD,fixed,1
3bc426bf-bf6f-4e66-a349-406dabda1d2b,38cd9cbd-74a0-4c20-b5e8-68340a32d0c0,Blockchain Engineer,12572.62,USD,negotiable,2
3bfa3d36-e23b-4498-a957-df33af286fd9,e0a705ea-b175-4b51-a23a-fd9705b730c5,Frontend Engineer,1297.41,USD,fixed,0
952a9c84-d1ca-47a1-8223-e2cdc49cda95,d15fa8f7-7c1a-4f18-a087-f9988ee11786,Ml Ai Engineer,3382.81,USD,fixed,0
a4fa8afa-4f3f-49cb-a9a6-dd5de4e15249,e0bdc2bb-4251-4b2e-8a1b-09f3d9a04574,Design Designer,2334.77,USD,negotiable,0
1c67cfb7-cdea-4c01-b2e6-9fd5b068479b,e0bdc2bb-4251-4b2e-8a1b-09f3d9a04574,Design Designer,300.72,USD,negotiable,1
65643446-b079-4b96-963a-d0218cb16f3b,e0bdc2bb-4251-4b2e-8a1b-09f3d9a04574,Design Designer,1317.14,USD,fixed,2
52d0a5a7-2b90-494d-b21a-668300e168f4,6bfc4e66-d680-4cd7-a5d5-dc789abf6060,Mobile Engineer,1443.48,USD,negotiable,0
977b3c51-2f3d-43a3-8663-164f089c41f6,6bfc4e66-d680-4cd7-a5d5-dc789abf6060,Mobile Engineer,3300.55,USD,negotiable,1
800231da-8cc8-4a24-b4c0-279c4e0110df,6bfc4e66-d680-4cd7-a5d5-dc789abf6060,Mobile Engineer,4280.82,USD,negotiable,2
6de17280-4815-433d-afea-f54bda317bd9,0c16ce52-deb3-44f2-8be9-3f8d9025ee3a,Ml Ai Engineer,6797.02,USD,fixed,0
5af0f7c6-d38e-4f55-b1b0-20f1de4a30aa,0c16ce52-deb3-44f2-8be9-3f8d9025ee3a,Ml Ai Engineer,9308.3,USD,negotiable,1
c50bf2b7-8f9a-457e-bfa3-da7db602ebdd,0c16ce52-deb3-44f2-8be9-3f8d9025ee3a,Ml Ai Engineer,4063.11,USD,fixed,2
bdebbd13-22c4-4f25-8a03-f8c136e0d8cf,17ae1e2b-5bf2-4e84-a06c-b59e94b910d9,Blockchain Engineer,12561.25,USD,negotiable,0
7cef7cea-e1f2-4fba-aa25-b4da6b76fe14,17ae1e2b-5bf2-4e84-a06c-b59e94b910d9,Blockchain Engineer,14357.95,USD,negotiable,1
b28a7d50-6204-4254-9371-9a9eb3d90241,17ae1e2b-5bf2-4e84-a06c-b59e94b910d9,Blockchain Engineer,5661.16,USD,fixed,2
f1651d39-709c-4677-9592-00065aa51eed,ff2df04a-ab2a-4c81-adc3-f9fac8238347,Backend Engineer,4701.18,USD,negotiable,0
af14ca9a-7d9b-416b-8c16-50a6345ecf01,ff2df04a-ab2a-4c81-adc3-f9fac8238347,Backend Engineer,1617.6,USD,negotiable,1
d0655078-1a57-4af5-85c2-7dd68ad9225b,ff2df04a-ab2a-4c81-adc3-f9fac8238347,Backend Engineer,1717.94,USD,fixed,2
552ac8f2-00d9-4dc7-ae3b-13955b8866fa,587dd2c5-8e46-474b-97fc-20c50c9d3b1b,Backend Engineer,2900.73,USD,fixed,0
9312b606-6f17-4657-a467-65240047c44d,587dd2c5-8e46-474b-97fc-20c50c9d3b1b,Backend Engineer,4961.29,USD,fixed,1
e6114d5c-6690-4087-8bd9-a7081bbbd51e,0c446c87-f44f-4d34-b439-71861c18fb15,Devops Engineer,1585.78,USD,negotiable,0
1b205a0b-1bf5-4251-8493-c8542075adbc,ac295542-9130-4c55-8a63-70f84d194e4f,Blockchain Engineer,1999.41,USD,negotiable,0
18907036-5803-4745-942e-7b914c8487f3,ac295542-9130-4c55-8a63-70f84d194e4f,Blockchain Engineer,1792.38,USD,negotiable,1
47d33f8e-8449-46c0-8791-c172f9ffdbca,ac295542-9130-4c55-8a63-70f84d194e4f,Blockchain Engineer,7417.89,USD,negotiable,2
d0bcb116-b055-4cf0-bfb7-7ce60ed2c194,71171d1f-63d7-499b-9cba-dfb279075900,Frontend Engineer,1280.05,USD,fixed,0
e60331e3-cc55-4dcb-99b1-59b29bbe984d,8b64a4f3-2208-4737-ba36-7c92ff0ccd47,Blockchain Engineer,3438.32,USD,negotiable,0
ef69bf11-394b-4fc2-b6ee-884044585f90,8b64a4f3-2208-4737-ba36-7c92ff0ccd47,Blockchain Engineer,2566.07,USD,negotiable,1
e9816575-8ef8-4607-8898-de63fb08b955,85b5d8a9-ec66-4aa7-9846-61fb5527ea22,Blockchain Engineer,11271.27,USD,negotiable,0
60d13d55-a50d-4000-a385-d170de7e92c1,85b5d8a9-ec66-4aa7-9846-61fb5527ea22,Blockchain Engineer,8683.11,USD,negotiable,1
3bd2f756-6862-473a-801f-7e935aafcb2e,891f226e-470b-4546-9e84-714f50e38328,Design Designer,2954.37,USD,negotiable,0
a4a626b8-c7ae-46b2-9b11-8354f88815e6,891f226e-470b-4546-9e84-714f50e38328,Design Designer,744.8,USD,negotiable,1
b8a1a19d-79cc-4379-b5c8-0d1ca9b69d9c,891f226e-470b-4546-9e84-714f50e38328,Design Designer,2279.05,USD,negotiable,2
